"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
3053,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢下町","三ツ沢下町","6",45000000,"","","100",,"ほぼ台形","8.3","95","平成30年","木造","住宅","住宅","南西","私道",4.5,"第１種中高層住居専用地域",60,150,"2018年第３四半期","",""
3054,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢下町","三ツ沢下町","6",48000000,"","","115",,"袋地等","3.0","100","平成30年","木造","住宅","住宅","南西","私道",4.5,"第１種中高層住居専用地域",60,150,"2018年第３四半期","",""
3055,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢下町","三ツ沢下町","6",42000000,"","","55",,"ほぼ長方形","5.5","80","平成30年","木造","住宅","住宅","西","市道",6.0,"第１種中高層住居専用地域",60,150,"2018年第３四半期","",""
3056,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢下町","三ツ沢下町","4",30000000,"860000","","115",260000,"長方形","6.0","","","","","住宅","南","市道",9.0,"第１種中高層住居専用地域",60,150,"2018年第３四半期","",""
3057,"中古マンション等","","14102","神奈川県","横浜市神奈川区","三ツ沢下町","三ツ沢下町","8",22000000,"","３ＬＤＫ","65",,"","","","昭和41年","","","住宅","","",,"第１種中高層住居専用地域",60,150,"2018年第３四半期","改装済",""
3058,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢下町","三ツ沢下町","4",55000000,"","","135",,"ほぼ長方形","5.1","100","平成30年","木造","住宅","住宅","北","私道",3.5,"第１種中高層住居専用地域",60,150,"2018年第２四半期","",""
3059,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢下町","三ツ沢下町","9",32000000,"880000","","120",270000,"ほぼ長方形","10.3","","","","","住宅","北","市道",3.4,"第１種中高層住居専用地域",60,150,"2018年第２四半期","",""
3060,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢下町","三ツ沢下町","1",110000000,"","","95",,"長方形","8.0","165","平成30年","木造","共同住宅","住宅","南","市道",6.1,"近隣商業地域",80,300,"2018年第２四半期","",""
3061,"中古マンション等","","14102","神奈川県","横浜市神奈川区","三ツ沢下町","三ツ沢下町","7",24000000,"","１ＤＫ","30",,"","","","平成18年","ＲＣ","","住宅","","",,"第１種中高層住居専用地域",60,150,"2018年第２四半期","",""
3062,"中古マンション等","","14102","神奈川県","横浜市神奈川区","三ツ沢下町","三ツ沢下町","7",7400000,"","３ＬＤＫ","65",,"","","","昭和41年","","","住宅","","",,"第１種中高層住居専用地域",60,150,"2018年第２四半期","未改装",""
3063,"中古マンション等","","14102","神奈川県","横浜市神奈川区","三ツ沢下町","三ツ沢下町","6",19000000,"","４ＬＤＫ","65",,"","","","平成4年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,150,"2018年第２四半期","未改装",""
3064,"中古マンション等","","14102","神奈川県","横浜市神奈川区","三ツ沢下町","三ツ沢下町","6",24000000,"","","30",,"","","","平成18年","ＲＣ","","住宅","","",,"第１種中高層住居専用地域",60,150,"2018年第２四半期","",""
3065,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢下町","三ツ沢下町","4",55000000,"","","150",,"ほぼ長方形","6.0","100","平成30年","木造","住宅","住宅","北","私道",3.5,"第１種中高層住居専用地域",60,150,"2018年第１四半期","",""
3066,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢下町","三ツ沢下町","7",43000000,"","","50",,"ほぼ長方形","6.2","75","平成30年","木造","住宅","住宅","西","市道",5.5,"第１種中高層住居専用地域",60,150,"2018年第１四半期","",""
3067,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢下町","三ツ沢下町","9",38000000,"","","50",,"ほぼ長方形","5.0","70","平成30年","木造","住宅","住宅","北","市道",6.6,"第２種中高層住居専用地域",60,150,"2018年第１四半期","",""
3068,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢下町","三ツ沢下町","1",62000000,"1400000","","150",420000,"ほぼ台形","9.5","","","","","その他","南","市道",6.0,"近隣商業地域",80,300,"2017年第４四半期","",""
3069,"中古マンション等","","14102","神奈川県","横浜市神奈川区","三ツ沢下町","三ツ沢下町","6",26000000,"","１ＬＤＫ","30",,"","","","平成18年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,150,"2017年第４四半期","未改装",""
3070,"中古マンション等","","14102","神奈川県","横浜市神奈川区","三ツ沢下町","三ツ沢下町","6",22000000,"","","40",,"","","","平成18年","ＲＣ","","住宅","","",,"第１種中高層住居専用地域",60,150,"2017年第４四半期","",""
3071,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢下町","三ツ沢下町","8",42000000,"1800000","","75",560000,"ほぼ長方形","7.0","","","","","住宅","南東","市道",6.0,"第１種中高層住居専用地域",60,150,"2017年第３四半期","",""
3072,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢下町","三ツ沢下町","1",47000000,"","","100",,"ほぼ台形","9.0","120","平成11年","木造","住宅","","西","市道",4.0,"近隣商業地域",80,300,"2017年第３四半期","",""
3073,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢下町","三ツ沢下町","6",57000000,"","","130",,"ほぼ長方形","14.0","135","平成10年","木造","住宅","住宅","西","市道",6.0,"第１種中高層住居専用地域",60,150,"2017年第３四半期","",""
3074,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢下町","三ツ沢下町","6",24000000,"","","70",,"ほぼ台形","10.0","70","昭和59年","","住宅","","西","市道",4.0,"第１種中高層住居専用地域",60,150,"2017年第３四半期","",""
3075,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢下町","三ツ沢下町","8",44000000,"890000","","160",270000,"ほぼ長方形","8.0","","","","","","西","市道",8.0,"第１種中高層住居専用地域",60,150,"2017年第３四半期","",""
3076,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢下町","三ツ沢下町","5",43000000,"","","370",,"ほぼ長方形","22.0","140","昭和58年","木造","住宅","事務所","東","私道",2.0,"第１種中高層住居専用地域",60,150,"2017年第３四半期","",""
3077,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢下町","三ツ沢下町","0",45000000,"","","75",,"ほぼ長方形","6.0","95","平成29年","木造","住宅","住宅","北東","市道",3.0,"近隣商業地域",80,300,"2017年第２四半期","","私道を含む取引"
3078,"中古マンション等","","14102","神奈川県","横浜市神奈川区","三ツ沢下町","三ツ沢下町","8",35000000,"","３ＬＤＫ","75",,"","","","平成12年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,150,"2017年第２四半期","未改装",""
3079,"中古マンション等","","14102","神奈川県","横浜市神奈川区","三ツ沢下町","三ツ沢下町","9",9500000,"","２ＬＤＫ","45",,"","","","昭和41年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,150,"2017年第２四半期","",""
3080,"中古マンション等","","14102","神奈川県","横浜市神奈川区","三ツ沢下町","三ツ沢下町","5",31000000,"","３ＬＤＫ","70",,"","","","平成12年","","","住宅","","",,"第１種中高層住居専用地域",60,150,"2017年第２四半期","未改装",""
3081,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢下町","三ツ沢下町","0",300000000,"","","350",,"不整形","","820","昭和63年","ＲＣ","共同住宅","住宅","南","国道",22.0,"近隣商業地域",80,300,"2017年第１四半期","",""
3082,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢下町","三ツ沢下町","8",49000000,"","","65",,"ほぼ長方形","5.7","110","平成29年","木造","住宅","","南","市道",4.2,"第１種中高層住居専用地域",60,150,"2017年第１四半期","",""
3083,"中古マンション等","","14102","神奈川県","横浜市神奈川区","三ツ沢下町","三ツ沢下町","6",14000000,"","３ＬＤＫ","65",,"","","","昭和41年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,150,"2017年第１四半期","未改装",""
3084,"中古マンション等","","14102","神奈川県","横浜市神奈川区","三ツ沢下町","三ツ沢下町","5",9500000,"","２ＬＤＫ","45",,"","","","昭和41年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,150,"2017年第１四半期","未改装",""
3085,"宅地(土地と建物)","商業地","14102","神奈川県","横浜市神奈川区","三ツ沢中町","三ツ沢上町","4",87000000,"","","105",,"ほぼ長方形","6.0","250","昭和63年","鉄骨造","店舗","住宅","北","国道",20.0,"近隣商業地域",80,300,"2021年第３四半期","",""
3086,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢中町","三ツ沢上町","5",71000000,"870000","","270",260000,"ほぼ台形","14.0","","","","","住宅","南","国道",22.0,"近隣商業地域",80,300,"2020年第４四半期","",""
3087,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢中町","三ツ沢上町","6",68000000,"","","170",,"不整形","4.6","145","平成28年","木造","共同住宅","住宅","北","市道",2.8,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
3088,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢中町","三ツ沢上町","4",73000000,"190000","","1300",58000,"不整形","36.0","","","","","","南西","市道",2.0,"第１種低層住居専用地域",50,100,"2020年第２四半期","",""
3089,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢中町","三ツ沢上町","5",50000000,"","","100",,"ほぼ長方形","5.0","100","平成30年","木造","住宅","住宅","西","市道",2.3,"第１種低層住居専用地域",50,100,"2019年第２四半期","",""
3090,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢中町","三ツ沢上町","13",6000000,"","","100",,"ほぼ長方形","13.0","90","昭和48年","木造","住宅","住宅","南西","私道",4.0,"第１種低層住居専用地域",50,100,"2018年第４四半期","","私道を含む取引"
3091,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢中町","三ツ沢上町","10",32000000,"600000","","175",180000,"長方形","13.3","","","","","住宅","北東","市道",5.9,"第１種低層住居専用地域",50,100,"2018年第４四半期","",""
3092,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢中町","三ツ沢上町","5",100000000,"","","440",,"ほぼ長方形","","180","昭和57年","木造","住宅","住宅","西","市道",4.0,"第１種低層住居専用地域",50,100,"2017年第４四半期","",""
3093,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢中町","三ツ沢下町","11",66000000,"","","105",,"ほぼ長方形","14.0","100","令和3年","木造","住宅","住宅","南","私道",4.5,"第１種低層住居専用地域",50,100,"2022年第１四半期","",""
3094,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢中町","三ツ沢下町","8",41000000,"","","120",,"不整形","3.5","100","平成7年","木造","住宅","住宅","北西","私道",4.1,"第１種低層住居専用地域",50,100,"2021年第４四半期","",""
3095,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢中町","三ツ沢下町","4",20000000,"1000000","","65",310000,"長方形","5.1","","","","","住宅","西","市道",6.4,"第１種低層住居専用地域",50,100,"2021年第４四半期","",""
3096,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢中町","三ツ沢下町","7",55000000,"810000","","220",250000,"ほぼ長方形","10.0","","","","","住宅","東","市道",3.0,"第１種低層住居専用地域",50,100,"2021年第３四半期","",""
3097,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢中町","三ツ沢下町","10",44000000,"","","100",,"ほぼ台形","5.0","95","令和3年","木造","住宅","住宅","西","道路",4.0,"第１種低層住居専用地域",50,100,"2021年第２四半期","",""
3098,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢中町","三ツ沢下町","8",39000000,"","","80",,"ほぼ台形","7.0","70","令和3年","木造","住宅","住宅","南","市道",4.0,"第１種低層住居専用地域",50,100,"2021年第２四半期","",""
3099,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢中町","三ツ沢下町","6",40000000,"","","220",,"台形","19.1","200","昭和46年","鉄骨造","住宅、その他","住宅","南","市道",3.0,"第１種低層住居専用地域",50,100,"2021年第２四半期","",""
3100,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢中町","三ツ沢下町","3",58000000,"1200000","","155",370000,"不整形","7.5","","","","","住宅","北","市道",6.0,"第１種低層住居専用地域",50,100,"2021年第１四半期","",""
3101,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢中町","三ツ沢下町","7",110000000,"","","200",,"ほぼ長方形","9.2","175","令和2年","木造","共同住宅","その他","北西","私道",4.0,"第１種低層住居専用地域",50,100,"2020年第４四半期","",""
3102,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢中町","三ツ沢下町","7",110000000,"","","185",,"ほぼ長方形","19.2","175","令和2年","木造","共同住宅","その他","南西","市道",6.0,"第１種低層住居専用地域",50,100,"2020年第４四半期","",""
3103,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢中町","三ツ沢下町","9",37000000,"740000","","165",230000,"長方形","9.0","","","","","住宅","南西","私道",4.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
3104,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢中町","三ツ沢下町","11",42000000,"","","100",,"不整形","2.5","85","平成31年","木造","住宅","住宅","東","市道",4.5,"第１種低層住居専用地域",50,100,"2020年第２四半期","",""
3105,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢中町","三ツ沢下町","10",44000000,"","","95",,"ほぼ正方形","9.5","80","平成31年","木造","住宅","住宅","西","市道",4.5,"第１種低層住居専用地域",50,100,"2020年第１四半期","",""
3106,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢中町","三ツ沢下町","10",31000000,"470000","","220",140000,"ほぼ台形","15.0","","","","","住宅","南西","私道",3.0,"第１種低層住居専用地域",50,100,"2020年第１四半期","",""
3107,"中古マンション等","","14102","神奈川県","横浜市神奈川区","三ツ沢中町","三ツ沢下町","3",50000000,"","３ＬＤＫ","60",,"","","","平成31年","ＲＣ","","住宅","","",,"近隣商業地域",80,300,"2020年第１四半期","未改装",""
3108,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢中町","三ツ沢下町","10",46000000,"","","105",,"ほぼ台形","9.7","95","平成30年","木造","住宅","住宅","南西","市道",4.5,"第１種低層住居専用地域",50,100,"2019年第４四半期","",""
3109,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢中町","三ツ沢下町","11",47000000,"","","100",,"不整形","","95","平成31年","木造","住宅","住宅","西","市道",4.5,"第１種低層住居専用地域",50,100,"2019年第４四半期","",""
3110,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢中町","三ツ沢下町","10",50000000,"","","110",,"台形","9.0","100","平成31年","木造","共同住宅","住宅","南西","私道",2.0,"第１種低層住居専用地域",50,100,"2019年第４四半期","",""
3111,"宅地(土地)","商業地","14102","神奈川県","横浜市神奈川区","三ツ沢中町","三ツ沢下町","4",63000000,"1600000","","125",500000,"ほぼ台形","15.3","","","","","店舗","北","市道",4.0,"近隣商業地域",80,300,"2019年第３四半期","",""
3112,"宅地(土地と建物)","商業地","14102","神奈川県","横浜市神奈川区","三ツ沢中町","三ツ沢下町","4",78000000,"","","105",,"長方形","5.9","270","昭和63年","鉄骨造","共同住宅、事務所、店舗","住宅","北","国道",22.0,"近隣商業地域",80,300,"2019年第３四半期","",""
3113,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢中町","三ツ沢下町","5",60000000,"","","100",,"ほぼ長方形","7.0","95","平成31年","木造","住宅","住宅","北東","市道",5.0,"第１種低層住居専用地域",50,100,"2019年第２四半期","",""
3114,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢中町","三ツ沢下町","8",43000000,"","","105",,"袋地等","2.5","90","平成30年","木造","住宅","住宅","西","市道",3.0,"第１種低層住居専用地域",50,100,"2019年第２四半期","",""
3115,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢中町","三ツ沢下町","8",20000000,"","","170",,"ほぼ台形","14.7","105","昭和33年","木造","住宅","住宅","北","市道",6.2,"第１種低層住居専用地域",50,100,"2019年第１四半期","",""
3116,"中古マンション等","","14102","神奈川県","横浜市神奈川区","三ツ沢中町","三ツ沢下町","10",20000000,"","３ＬＤＫ","70",,"","","","昭和64年","","","住宅","","",,"第１種低層住居専用地域",50,100,"2018年第３四半期","未改装",""
3117,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢中町","三ツ沢下町","9",51000000,"","","105",,"ほぼ長方形","8.5","105","平成30年","木造","住宅","住宅","西","私道",5.0,"第１種低層住居専用地域",50,100,"2018年第２四半期","",""
3118,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢中町","三ツ沢下町","11",49000000,"","","105",,"長方形","11.5","105","平成30年","木造","住宅","住宅","東","私道",5.5,"第１種低層住居専用地域",50,100,"2018年第２四半期","",""
3119,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢中町","三ツ沢下町","3",75000000,"","","105",,"ほぼ長方形","8.0","95","平成29年","木造","住宅","住宅","西","市道",6.1,"第１種低層住居専用地域",50,100,"2018年第１四半期","",""
3120,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢中町","三ツ沢下町","10",21000000,"","","105",,"ほぼ正方形","10.0","85","昭和50年","木造","住宅","住宅","南西","市道",4.5,"第１種低層住居専用地域",50,100,"2018年第１四半期","",""
3121,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢中町","三ツ沢下町","9",51000000,"","","105",,"長方形","7.0","105","平成29年","木造","住宅","住宅","東","私道",5.5,"第１種低層住居専用地域",50,100,"2018年第１四半期","",""
3122,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢中町","三ツ沢下町","6",50000000,"","","200",,"ほぼ長方形","10.0","180","平成21年","軽量鉄骨造","共同住宅","住宅","北東","私道",5.0,"第１種低層住居専用地域",50,100,"2018年第１四半期","",""
3123,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢中町","三ツ沢下町","9",25000000,"","","105",,"ほぼ長方形","9.0","","","","","住宅","南","市道",3.4,"第１種低層住居専用地域",50,100,"2018年第１四半期","",""
3124,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢中町","三ツ沢下町","9",52000000,"","","105",,"長方形","7.0","105","平成30年","木造","住宅","事務所","東","私道",5.5,"第１種低層住居専用地域",50,100,"2018年第１四半期","",""
3125,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢中町","三ツ沢下町","9",54000000,"1100000","","170",320000,"ほぼ長方形","14.5","","","","","その他","北","市道",7.0,"第１種低層住居専用地域",50,100,"2018年第１四半期","",""
3126,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢中町","三ツ沢下町","11",50000000,"","","105",,"ほぼ整形","4.0","105","平成29年","木造","住宅","住宅","北","道路",5.5,"第１種低層住居専用地域",50,100,"2017年第４四半期","",""
3127,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢中町","三ツ沢下町","10",47000000,"","","110",,"袋地等","","100","平成29年","木造","住宅","住宅","東","私道",5.5,"第１種低層住居専用地域",50,100,"2017年第４四半期","",""
3128,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢中町","三ツ沢下町","11",50000000,"","","115",,"不整形","3.0","105","平成29年","木造","住宅","住宅","北","道路",5.5,"第１種低層住居専用地域",50,100,"2017年第４四半期","",""
3129,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢中町","三ツ沢下町","8",59000000,"","","100",,"ほぼ整形","5.0","100","平成29年","木造","住宅","","東","私道",4.0,"第１種低層住居専用地域",50,100,"2017年第４四半期","",""
3130,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢中町","三ツ沢下町","8",57000000,"","","100",,"ほぼ正方形","7.0","100","平成29年","木造","住宅","住宅","東","私道",4.0,"第１種低層住居専用地域",50,100,"2017年第４四半期","",""
3131,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢中町","三ツ沢下町","5",57000000,"","","115",,"ほぼ長方形","12.5","100","平成29年","木造","住宅","住宅","東","市道",2.9,"第１種低層住居専用地域",50,100,"2017年第３四半期","",""
3132,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢中町","三ツ沢下町","9",52000000,"1000000","","165",320000,"ほぼ長方形","15.0","","","","","事務所","北","市道",7.5,"第１種低層住居専用地域",50,100,"2017年第３四半期","",""
3133,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢中町","三ツ沢下町","9",39000000,"1200000","","105",380000,"ほぼ長方形","10.0","","","","","住宅","西","私道",6.0,"第１種低層住居専用地域",50,100,"2017年第３四半期","",""
3134,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢中町","三ツ沢下町","9",54000000,"","","105",,"長方形","7.2","105","平成29年","木造","住宅","","西","私道",5.5,"第１種低層住居専用地域",50,100,"2017年第３四半期","",""
3135,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢中町","三ツ沢下町","3",73000000,"","","260",,"台形","27.0","30","昭和35年","木造","住宅","住宅","北東","市道",2.7,"第１種低層住居専用地域",50,100,"2017年第２四半期","",""
3136,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢中町","三ツ沢下町","6",89000000,"","","130",,"ほぼ長方形","6.5","","","","","住宅","南東","市道",9.0,"第１種低層住居専用地域",50,100,"2017年第２四半期","",""
3137,"中古マンション等","","14102","神奈川県","横浜市神奈川区","三ツ沢西町","三ツ沢上町","5",28000000,"","１ＤＫ","30",,"","","","平成20年","ＲＣ","住宅","住宅","","",,"準住居地域",60,200,"2021年第４四半期","",""
3138,"中古マンション等","","14102","神奈川県","横浜市神奈川区","三ツ沢西町","三ツ沢上町","5",25000000,"","１ＤＫ","25",,"","","","平成20年","ＲＣ","住宅","住宅","","",,"準住居地域",60,200,"2021年第４四半期","未改装",""
3139,"中古マンション等","","14102","神奈川県","横浜市神奈川区","三ツ沢西町","三ツ沢上町","5",23000000,"","１Ｋ","30",,"","","","平成20年","ＲＣ","","住宅","","",,"準住居地域",60,200,"2021年第３四半期","",""
3140,"中古マンション等","","14102","神奈川県","横浜市神奈川区","三ツ沢西町","三ツ沢上町","9",33000000,"","３ＬＤＫ","55",,"","","","平成6年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2021年第３四半期","改装済",""
3141,"中古マンション等","","14102","神奈川県","横浜市神奈川区","三ツ沢西町","三ツ沢上町","5",28000000,"","１ＤＫ","30",,"","","","平成20年","ＲＣ","住宅","","","",,"準住居地域",60,200,"2021年第３四半期","未改装",""
3142,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢西町","三ツ沢上町","6",27000000,"1600000","","55",480000,"ほぼ長方形","5.0","","","","","住宅","東","市道",35.0,"準住居地域",60,200,"2021年第１四半期","",""
3143,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢西町","三ツ沢上町","6",45000000,"","","55",,"ほぼ台形","5.5","110","令和3年","木造","住宅","住宅","東","県道",12.3,"準住居地域",60,200,"2021年第１四半期","",""
3144,"中古マンション等","","14102","神奈川県","横浜市神奈川区","三ツ沢西町","三ツ沢上町","5",24000000,"","１ＤＫ","25",,"","","","平成20年","ＲＣ","","住宅","","",,"準住居地域",60,200,"2020年第４四半期","未改装",""
3145,"中古マンション等","","14102","神奈川県","横浜市神奈川区","三ツ沢西町","三ツ沢上町","5",19000000,"","２ＤＫ","25",,"","","","平成21年","ＲＣ","","住宅","","",,"準住居地域",60,200,"2020年第３四半期","改装済",""
3146,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢西町","三ツ沢上町","5",36000000,"","","250",,"ほぼ台形","18.0","125","昭和48年","木造","","住宅","北東","市道",8.7,"第１種住居地域",60,200,"2020年第１四半期","",""
3147,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢西町","三ツ沢上町","6",35000000,"","","145",,"ほぼ長方形","10.0","130","昭和59年","木造","","住宅","北東","市道",8.7,"第１種住居地域",60,200,"2019年第４四半期","",""
3148,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","三ツ沢西町","三ツ沢上町","8",38000000,"950000","","130",290000,"ほぼ長方形","11.5","","","","","住宅","北西","市道",2.8,"第１種住居地域",60,200,"2019年第２四半期","",""
3149,"中古マンション等","","14102","神奈川県","横浜市神奈川区","三ツ沢西町","三ツ沢上町","5",32000000,"","２ＤＫ","35",,"","","","平成20年","ＲＣ","住宅","","","",,"準住居地域",60,200,"2019年第２四半期","改装済",""
3150,"中古マンション等","","14102","神奈川県","横浜市神奈川区","三ツ沢西町","三ツ沢上町","6",29000000,"","２ＤＫ","45",,"","","","平成20年","","","その他","","",,"準住居地域",60,200,"2019年第１四半期","未改装",""
3151,"中古マンション等","","14102","神奈川県","横浜市神奈川区","三ツ沢西町","三ツ沢上町","5",23000000,"","１ＤＫ","25",,"","","","平成20年","ＲＣ","","住宅","","",,"準住居地域",60,200,"2018年第３四半期","改装済",""
3152,"中古マンション等","","14102","神奈川県","横浜市神奈川区","三ツ沢西町","三ツ沢上町","5",21000000,"","","30",,"","","","平成20年","ＲＣ","住宅","住宅","","",,"準住居地域",60,200,"2018年第３四半期","",""
3153,"中古マンション等","","14102","神奈川県","横浜市神奈川区","三ツ沢西町","三ツ沢上町","5",34000000,"","","45",,"","","","平成20年","ＲＣ","住宅","住宅","","",,"準住居地域",60,200,"2018年第２四半期","",""
3154,"中古マンション等","","14102","神奈川県","横浜市神奈川区","三ツ沢西町","三ツ沢上町","5",22000000,"","１ＬＤＫ","30",,"","","","平成20年","ＲＣ","","住宅","","",,"準住居地域",60,200,"2017年第４四半期","未改装",""
3155,"中古マンション等","","14102","神奈川県","横浜市神奈川区","三ツ沢西町","三ツ沢上町","10",26000000,"","２ＬＤＫ","50",,"","","","平成6年","","","住宅","","",,"第１種住居地域",60,200,"2017年第４四半期","改装済",""
3156,"中古マンション等","","14102","神奈川県","横浜市神奈川区","三ツ沢西町","三ツ沢上町","10",8200000,"","１Ｋ","15",,"","","","平成3年","","","住宅","","",,"第１種住居地域",60,200,"2017年第３四半期","改装済",""
