"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
1626,"中古マンション等","","14102","神奈川県","横浜市神奈川区","新町","神奈川新町","3",23000000,"","","55",,"","","","平成7年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,400,"2020年第２四半期","未改装",""
1627,"中古マンション等","","14102","神奈川県","横浜市神奈川区","新町","神奈川新町","2",8400000,"","１Ｋ","15",,"","","","平成4年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,400,"2020年第２四半期","",""
1628,"中古マンション等","","14102","神奈川県","横浜市神奈川区","新町","神奈川新町","3",7200000,"","１Ｋ","15",,"","","","平成4年","","","住宅","","",,"商業地域",80,400,"2020年第１四半期","未改装",""
1629,"中古マンション等","","14102","神奈川県","横浜市神奈川区","新町","神奈川新町","5",18000000,"","１ＤＫ","35",,"","","","昭和55年","","","住宅","","",,"商業地域",80,400,"2020年第１四半期","改装済",""
1630,"中古マンション等","","14102","神奈川県","横浜市神奈川区","新町","神奈川新町","4",24000000,"","１Ｋ","20",,"","","","平成29年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,400,"2020年第１四半期","改装済",""
1631,"中古マンション等","","14102","神奈川県","横浜市神奈川区","新町","神奈川新町","4",25000000,"","１Ｋ","20",,"","","","平成29年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,400,"2020年第１四半期","",""
1632,"中古マンション等","","14102","神奈川県","横浜市神奈川区","新町","神奈川新町","4",26000000,"","１Ｋ","20",,"","","","平成29年","ＳＲＣ","","住宅","","",,"商業地域",80,400,"2020年第１四半期","",""
1633,"中古マンション等","","14102","神奈川県","横浜市神奈川区","新町","神奈川新町","2",7800000,"","１Ｋ","15",,"","","","平成4年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,400,"2019年第４四半期","未改装",""
1634,"中古マンション等","","14102","神奈川県","横浜市神奈川区","新町","神奈川新町","2",5100000,"","１Ｒ","15",,"","","","平成4年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,400,"2019年第４四半期","未改装",""
1635,"宅地(土地)","商業地","14102","神奈川県","横浜市神奈川区","新町","神奈川新町","3",37000000,"1800000","","65",560000,"ほぼ正方形","8.0","","","","","","北西","市道",4.0,"商業地域",80,400,"2019年第３四半期","",""
1636,"中古マンション等","","14102","神奈川県","横浜市神奈川区","新町","神奈川新町","4",25000000,"","１Ｋ","20",,"","","","平成29年","ＳＲＣ","","住宅","","",,"商業地域",80,400,"2019年第３四半期","未改装",""
1637,"中古マンション等","","14102","神奈川県","横浜市神奈川区","新町","神奈川新町","4",25000000,"","１Ｋ","20",,"","","","平成29年","ＳＲＣ","","住宅","","",,"商業地域",80,400,"2019年第３四半期","未改装",""
1638,"中古マンション等","","14102","神奈川県","横浜市神奈川区","新町","神奈川新町","4",25000000,"","１Ｋ","20",,"","","","平成29年","ＳＲＣ","住宅","その他","","",,"商業地域",80,400,"2019年第３四半期","未改装",""
1639,"中古マンション等","","14102","神奈川県","横浜市神奈川区","新町","神奈川新町","5",18000000,"","３ＬＤＫ","50",,"","","","昭和55年","ＲＣ","","住宅","","",,"",,,"2019年第３四半期","",""
1640,"中古マンション等","","14102","神奈川県","横浜市神奈川区","新町","神奈川新町","4",25000000,"","１Ｋ","20",,"","","","平成29年","ＳＲＣ","","住宅","","",,"商業地域",80,400,"2019年第３四半期","未改装",""
1641,"中古マンション等","","14102","神奈川県","横浜市神奈川区","新町","神奈川新町","4",26000000,"","１Ｋ","20",,"","","","平成29年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,400,"2019年第３四半期","未改装",""
1642,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","新町","神奈川新町","4",34000000,"1100000","","100",340000,"長方形","9.0","","","","","その他","南東","市道",6.0,"商業地域",80,400,"2019年第１四半期","",""
1643,"宅地(土地)","商業地","14102","神奈川県","横浜市神奈川区","新町","神奈川新町","1",25000000,"1300000","","65",380000,"長方形","7.0","","","","","住宅","北西","市道",4.0,"商業地域",80,400,"2019年第１四半期","",""
1644,"宅地(土地と建物)","商業地","14102","神奈川県","横浜市神奈川区","新町","神奈川新町","3",44000000,"","","90",,"長方形","7.0","170","平成4年","ＲＣ","住宅、店舗","事務所","北西","国道",50.0,"商業地域",80,400,"2018年第４四半期","",""
1645,"中古マンション等","","14102","神奈川県","横浜市神奈川区","新町","神奈川新町","3",36000000,"","３ＤＫ","55",,"","","","平成7年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,400,"2018年第４四半期","改装済",""
1646,"中古マンション等","","14102","神奈川県","横浜市神奈川区","新町","神奈川新町","2",21000000,"","１Ｋ","20",,"","","","平成29年","ＲＣ","住宅","住宅","","",,"商業地域",80,400,"2018年第４四半期","未改装",""
1647,"中古マンション等","","14102","神奈川県","横浜市神奈川区","新町","神奈川新町","3",5400000,"","１Ｋ","15",,"","","","昭和63年","ＲＣ","住宅","住宅","","",,"商業地域",80,400,"2018年第４四半期","未改装",""
1648,"中古マンション等","","14102","神奈川県","横浜市神奈川区","新町","神奈川新町","1",9700000,"","１Ｋ","15",,"","","","平成4年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,400,"2018年第３四半期","未改装",""
1649,"中古マンション等","","14102","神奈川県","横浜市神奈川区","新町","神奈川新町","2",23000000,"","１Ｋ","20",,"","","","平成29年","ＲＣ","住宅","住宅","","",,"商業地域",80,400,"2018年第２四半期","",""
1650,"中古マンション等","","14102","神奈川県","横浜市神奈川区","新町","神奈川新町","2",23000000,"","１Ｋ","20",,"","","","平成29年","ＲＣ","","住宅","","",,"商業地域",80,400,"2018年第２四半期","未改装",""
1651,"中古マンション等","","14102","神奈川県","横浜市神奈川区","新町","神奈川新町","2",7200000,"","１Ｋ","15",,"","","","平成4年","","住宅","住宅","","",,"商業地域",80,400,"2017年第４四半期","未改装",""
1652,"中古マンション等","","14102","神奈川県","横浜市神奈川区","新町","神奈川新町","1",9000000,"","１Ｋ","15",,"","","","平成4年","ＳＲＣ","","住宅","","",,"商業地域",80,400,"2017年第４四半期","改装済",""
1653,"中古マンション等","","14102","神奈川県","横浜市神奈川区","新町","神奈川新町","1",5800000,"","１Ｋ","15",,"","","","平成4年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,400,"2017年第２四半期","未改装",""
1654,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","菅田町","片倉町","17",43000000,"","","130",,"ほぼ台形","5.6","95","令和3年","木造","住宅","住宅","北","市道",4.0,"第１種低層住居専用地域",40,80,"2021年第２四半期","",""
1655,"中古マンション等","","14102","神奈川県","横浜市神奈川区","菅田町","片倉町","21",12000000,"","２ＬＤＫ","45",,"","","","昭和46年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,150,"2021年第２四半期","改装済",""
1656,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","菅田町","片倉町","17",16000000,"250000","","210",75000,"ほぼ長方形","15.0","","","","","住宅","南西","市道",2.9,"第１種低層住居専用地域",40,80,"2021年第１四半期","",""
1657,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","菅田町","片倉町","19",24000000,"480000","","165",150000,"ほぼ台形","15.0","","","","","住宅","南西","市道",4.5,"市街化調整区域",50,80,"2021年第１四半期","",""
1658,"中古マンション等","","14102","神奈川県","横浜市神奈川区","菅田町","片倉町","24",13000000,"","２ＬＤＫ","45",,"","","","昭和46年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,150,"2021年第１四半期","",""
1659,"中古マンション等","","14102","神奈川県","横浜市神奈川区","菅田町","片倉町","24",13000000,"","２ＤＫ","45",,"","","","昭和46年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,150,"2021年第１四半期","改装済",""
1660,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","菅田町","片倉町","20",28000000,"480000","","190",140000,"不整形","22.0","","","","","住宅","南","市道",4.2,"第１種低層住居専用地域",40,80,"2020年第４四半期","",""
1661,"中古マンション等","","14102","神奈川県","横浜市神奈川区","菅田町","片倉町","24",2200000,"","２ＬＤＫ","45",,"","","","","","住宅","住宅","","",,"第１種中高層住居専用地域",60,150,"2020年第４四半期","未改装",""
1662,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","菅田町","片倉町","9",30000000,"","","65",,"ほぼ長方形","10.0","50","昭和63年","木造","住宅","住宅","北","私道",3.5,"第１種低層住居専用地域",40,80,"2020年第２四半期","",""
1663,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","菅田町","片倉町","19",21000000,"310000","","220",95000,"ほぼ長方形","15.0","","","","","その他","西","市道",8.0,"市街化調整区域",50,80,"2020年第２四半期","",""
1664,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","菅田町","片倉町","14",26000000,"620000","","140",190000,"不整形","4.0","","","","","住宅","南東","私道",4.0,"第１種住居地域",60,200,"2020年第２四半期","",""
1665,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","菅田町","片倉町","30分?60分",28000000,"","","75",,"長方形","6.0","85","令和2年","","住宅","住宅","南西","市道",4.5,"第１種住居地域",60,200,"2020年第２四半期","",""
1666,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","菅田町","片倉町","18",29000000,"","","280",,"ほぼ台形","13.5","140","","軽量鉄骨造","共同住宅","住宅","北","市道",4.0,"第１種低層住居専用地域",40,80,"2020年第１四半期","",""
1667,"中古マンション等","","14102","神奈川県","横浜市神奈川区","菅田町","片倉町","20",3000000,"","３ＤＫ","45",,"","","","昭和46年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,150,"2019年第３四半期","未改装",""
1668,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","菅田町","片倉町","15",36000000,"520000","","230",160000,"ほぼ正方形","15.0","","","","","住宅","北西","市道",3.0,"第１種低層住居専用地域",40,80,"2019年第２四半期","",""
1669,"中古マンション等","","14102","神奈川県","横浜市神奈川区","菅田町","片倉町","15",6000000,"","２ＬＤＫ","45",,"","","","昭和46年","","","","","",,"第１種中高層住居専用地域",60,150,"2019年第１四半期","未改装",""
1670,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","菅田町","片倉町","30分?60分",33000000,"","","125",,"ほぼ長方形","8.8","95","平成17年","木造","住宅","住宅","北東","市道",4.1,"第１種低層住居専用地域",50,80,"2018年第４四半期","",""
1671,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","菅田町","片倉町","14",24000000,"","","155",,"ほぼ台形","","125","平成19年","木造","住宅","住宅","東","市道",4.6,"市街化調整区域",50,80,"2018年第４四半期","",""
1672,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","菅田町","片倉町","14",36000000,"","","120",,"不整形","3.0","90","平成30年","木造","住宅","住宅","南東","私道",4.5,"第１種低層住居専用地域",40,80,"2018年第３四半期","",""
1673,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","菅田町","片倉町","15",24000000,"350000","","230",100000,"ほぼ台形","14.6","","","","","住宅","南東","市道",5.0,"第１種低層住居専用地域",40,80,"2018年第３四半期","",""
1674,"中古マンション等","","14102","神奈川県","横浜市神奈川区","菅田町","片倉町","19",11000000,"","２ＬＤＫ","45",,"","","","昭和46年","","","住宅","","",,"第１種中高層住居専用地域",60,150,"2018年第３四半期","未改装",""
